#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.56	13.44	0
1	3	901.15	26.46	0
1	4	851.61	39.63	0
1	5	801.91	52.7	0
1	6	752.03	65.44	0
1	7	701.96	77.54	0
1	8	651.71	88.7	0
1	9	601.29	98.7	0
1	10	550.71	107.3	0
1	11	500	114.23	0
1	12	449.17	119.15	0
1	13	398.27	121.63	0
1	14	347.35	120.65	0
1	15	296.45	116.98	0
1	16	245.6	110.65	0
1	17	194.86	101.53	0
1	18	144.27	89.37	0
1	19	93.95	73.22	0
1	20	68.95	63.12	0
1	21	44.17	50.93	0
1	22	19.82	35.18	0
1	23	8.05	24.52	0
1	24	3.59	18.85	0
1	25	1.5	15.34	0
1	26	0	0	0
1	27	8.5	-12.34	0
1	28	11.41	-14.65	0
1	29	16.95	-18.1	0
1	30	30.18	-24.02	0
1	31	55.83	-31.97	0
1	32	81.05	-37.69	0
1	33	106.05	-42.2	0
1	34	155.73	-48.99	0
1	35	205.14	-53.77	0
1	36	254.4	-56.95	0
1	37	303.55	-58.66	0
1	38	352.65	-58.85	0
1	39	401.73	-57.37	0
1	40	450.83	-53.45	0
1	41	500	-48.05	0
1	42	549.29	-41.6	0
1	43	598.71	-34.44	0
1	44	648.29	-26.9	0
1	45	698.04	-19.22	0
1	46	747.97	-11.74	0
1	47	798.09	-4.94	0
1	48	848.39	0.75	0
1	49	898.85	4.56	0
1	50	949.44	5.52	0
1	0			
